name,state_name,country_code,latitude,longitude
Dargeçit,Mardin,TR,37.54616000,41.71652000
Derik,Mardin,TR,37.36431000,40.26883000
Kızıltepe,Mardin,TR,37.18836000,40.57723000
Mazıdağı,Mardin,TR,37.47801000,40.48152000
Midyat,Mardin,TR,37.41908000,41.33909000
Nusaybin,Mardin,TR,37.07028000,41.21465000
Ömerli,Mardin,TR,37.39903000,40.95442000
Savur,Mardin,TR,37.53544000,40.87876000
Yeşilli,Mardin,TR,37.33813000,40.81739000
Akdeniz,Mersin,TR,36.86424000,34.67731000
Anamur,Mersin,TR,36.07508000,32.83691000
Aydıncık,Mersin,TR,36.14370000,33.32016000
Bozyazı,Mersin,TR,36.10820000,32.96113000
Çamlıyayla,Mersin,TR,37.18000000,34.60678000
Erdemli,Mersin,TR,36.60498000,34.30836000
Gülnar,Mersin,TR,36.34148000,33.39921000
Mezitli,Mersin,TR,36.89400000,34.42987000
Mut,Mersin,TR,36.71842000,33.38718000
Silifke,Mersin,TR,36.37778000,33.93444000
Tarsus,Mersin,TR,36.91766000,34.89277000
Toroslar,Mersin,TR,36.87083000,34.60299000
Yenişehir,Mersin,TR,36.81602000,34.57621000
Bodrum,Muğla,TR,37.06500000,27.49819000
Dalaman,Muğla,TR,36.81691000,28.87815000
Datça,Muğla,TR,36.73778000,27.68417000
Fethiye,Muğla,TR,36.64038000,29.12758000
Kavaklıdere,Muğla,TR,37.43929000,28.38402000
Köyceğiz,Muğla,TR,36.97798000,28.72418000
Marmaris,Muğla,TR,36.85500000,28.27417000
Menteşe,Muğla,TR,37.21447000,28.36168000
Milas,Muğla,TR,37.31639000,27.78389000
Ortaca,Muğla,TR,36.83915000,28.76457000
Seydikemer,Muğla,TR,36.64308000,29.34929000
Ula,Muğla,TR,37.10491000,28.41667000
Yatağan,Muğla,TR,37.35864000,28.11441000
Bulanık,Muş,TR,39.08656000,42.27158000
Hasköy,Muş,TR,38.68231000,41.67851000
Korkut,Muş,TR,38.73390000,41.78396000
Malazgirt,Muş,TR,39.14650000,42.53536000
Muş,Muş,TR,38.83793000,41.48332000
Varto,Muş,TR,39.17375000,41.45402000
Acıgöl,Nevşehir,TR,38.55028000,34.50917000
Avanos,Nevşehir,TR,38.71500000,34.84667000
Derinkuyu,Nevşehir,TR,38.37510000,34.73419000
Gülşehir,Nevşehir,TR,38.74594000,34.62524000
Hacıbektaş,Nevşehir,TR,38.94077000,34.55770000
Kozaklı,Nevşehir,TR,39.23204000,34.85585000
Nevşehir,Nevşehir,TR,38.60039000,34.68537000
Ürgüp,Nevşehir,TR,38.57342000,34.94020000
Altunhisar,Niğde,TR,37.99159000,34.37334000
Bor,Niğde,TR,37.89056000,34.55889000
Çamardı,Niğde,TR,37.84157000,34.99005000
Çiftlik,Niğde,TR,38.17580000,34.48535000
Niğde,Niğde,TR,37.96583000,34.67935000
Ulukışla,Niğde,TR,37.54592000,34.58737000
Akkuş,Ordu,TR,40.81000000,36.96000000
Altınordu,Ordu,TR,40.94879000,37.79572000
Aybastı,Ordu,TR,40.69690000,37.40794000
Çamaş,Ordu,TR,40.90200000,37.52786000
Çatalpınar,Ordu,TR,40.88678000,37.44329000
Çaybaşı,Ordu,TR,41.02532000,37.10867000
Fatsa,Ordu,TR,41.02778000,37.50139000
Gölköy,Ordu,TR,40.68726000,37.61660000
Gülyalı,Ordu,TR,40.96682000,38.05679000
Gürgentepe,Ordu,TR,40.78567000,37.58969000
İkizce,Ordu,TR,41.05833000,37.08028000
Kabadüz,Ordu,TR,40.86096000,37.88470000
Kabataş,Ordu,TR,40.75000000,37.45000000
Korgan,Ordu,TR,40.82472000,37.34667000
Kumru,Ordu,TR,40.87444000,37.26389000
Mesudiye,Ordu,TR,40.45446000,37.77353000
Perşembe,Ordu,TR,41.06556000,37.77139000
Ulubey,Ordu,TR,40.86863000,37.75405000
Ünye,Ordu,TR,41.13921000,37.27246000
Bahçe,Osmaniye,TR,37.20105000,36.57687000
Düziçi,Osmaniye,TR,37.25062000,36.47051000
Hasanbeyli,Osmaniye,TR,37.12838000,36.54608000
Kadirli,Osmaniye,TR,37.37389000,36.09611000
Osmaniye,Osmaniye,TR,37.07417000,36.24778000
Sumbas,Osmaniye,TR,37.46169000,36.02914000
Toprakkale,Osmaniye,TR,37.06855000,36.14661000
Ardeşen,Rize,TR,41.19111000,40.98750000
Çamlıhemşin,Rize,TR,41.04593800,41.00527500
Çayeli,Rize,TR,41.08941000,40.73696000
Derepazarı,Rize,TR,41.02472200,40.42555600
Fındıklı,Rize,TR,41.27110000,41.14449000
Güneysu,Rize,TR,40.98130000,40.60465000
Hemşin,Rize,TR,41.05922000,40.90140000
İkizdere,Rize,TR,40.77713000,40.56076000
İyidere,Rize,TR,41.00905000,40.37776000
Kalkandere,Rize,TR,40.92143000,40.43999000
Rize,Rize,TR,41.02083000,40.52194000
Pazar,Rize,TR,41.17917000,40.88417000
Adapazarı,Sakarya,TR,40.78056000,30.40333000
Akyazı,Sakarya,TR,40.68500000,30.62222000
Arifiye,Sakarya,TR,40.71327000,30.36128000
Erenler,Sakarya,TR,40.75564000,30.41453000
Ferizli,Sakarya,TR,40.94082000,30.48583000
Geyve,Sakarya,TR,40.50750000,30.29250000
Hendek,Sakarya,TR,40.79944000,30.74806000
Karapürçek,Sakarya,TR,40.64194000,30.53944000
Karasu,Sakarya,TR,41.09983000,30.68241000
Kaynarca,Sakarya,TR,41.03083000,30.30750000
Kocaali,Sakarya,TR,41.05336000,30.85278000
Pamukova,Sakarya,TR,40.50810000,30.16732000
Sapanca,Sakarya,TR,40.69141000,30.26738000
Serdivan,Sakarya,TR,40.76371000,30.36784000
Söğütlü,Sakarya,TR,40.90590000,30.47448000
Taraklı,Sakarya,TR,40.39694000,30.49278000
Alaçam,Samsun,TR,41.61563000,35.60632000
Asarcık,Samsun,TR,41.03556000,36.23556000
Atakum,Samsun,TR,41.34730000,36.23051000
Ayvacık,Samsun,TR,40.99111000,36.63139000
Bafra,Samsun,TR,41.46082000,35.84435000
Canik,Samsun,TR,41.23858000,36.33694000
Çarşamba,Samsun,TR,41.19889000,36.72194000
Havza,Samsun,TR,40.97056000,35.66222000
İlkadım,Samsun,TR,41.29161000,36.30106000
Kavak,Samsun,TR,41.07833000,36.04250000
Ladik,Samsun,TR,40.91056000,35.89194000
Ondokuzmayıs,Samsun,TR,41.51188000,36.07298000
Salıpazarı,Samsun,TR,41.09352000,36.81718000
Tekkeköy,Samsun,TR,41.14493000,36.46205000
Terme,Samsun,TR,41.20917000,36.97389000
Vezirköprü,Samsun,TR,41.14361000,35.45472000
Yakakent,Samsun,TR,41.63250000,35.52889000
Akçakale,Şanlıurfa,TR,36.71111000,38.94750000
Birecik,Şanlıurfa,TR,37.02577000,37.97841000
Bozova,Şanlıurfa,TR,37.36250000,38.52667000
Ceylanpınar,Şanlıurfa,TR,36.84722000,40.05000000
Eyyübiye,Şanlıurfa,TR,37.21434000,38.79358000
Halfeti,Şanlıurfa,TR,37.24529000,37.86874000
Haliliye,Şanlıurfa,TR,37.14144000,38.79599000
Harran,Şanlıurfa,TR,36.86000000,39.03139000
Hilvan,Şanlıurfa,TR,37.58687000,38.95505000
Karaköprü,Şanlıurfa,TR,37.18029000,38.81109000
Siverek,Şanlıurfa,TR,37.75503000,39.31667000
Suruç,Şanlıurfa,TR,36.97612000,38.42533000
Viranşehir,Şanlıurfa,TR,37.22349000,39.75519000
Baykan,Siirt,TR,38.15754000,41.77330000
Eruh,Siirt,TR,37.74183000,42.17422000
Kurtalan,Siirt,TR,37.92533000,41.68493000
Siirt,Siirt,TR,37.92930000,41.94134000
Pervari,Siirt,TR,37.93573000,42.54927000
Şirvan,Siirt,TR,38.06251000,42.02517000
Tillo,Siirt,TR,37.94911000,42.01210000
Ayancık,Sinop,TR,41.95000000,34.58333300
Boyabat,Sinop,TR,41.46889000,34.76667000
Dikmen,Sinop,TR,41.66000000,35.27055556
Durağan,Sinop,TR,41.42555556,35.05777778
Erfelek,Sinop,TR,41.87926000,34.91838000
Gerze,Sinop,TR,41.81000000,35.19027778
Sinop,Sinop,TR,41.91835000,35.00687000
Saraydüzü,Sinop,TR,41.33722222,34.85361111
Türkeli,Sinop,TR,41.94777778,34.33861111
Akıncılar,Sivas,TR,40.07172000,38.34330000
Altınyayla,Sivas,TR,39.27249000,36.75098000
Divriği,Sivas,TR,39.37100000,38.11370000
Doğanşar,Sivas,TR,40.20841000,37.53123000
Gemerek,Sivas,TR,39.18342000,36.07189000
Gölova,Sivas,TR,40.06194000,38.60667000
Gürün,Sivas,TR,38.72225000,37.27097000
Hafik,Sivas,TR,39.85639000,37.38639000
İmranlı,Sivas,TR,39.87544000,38.11358000
Kangal,Sivas,TR,39.23354000,37.39111000
Koyulhisar,Sivas,TR,40.30184000,37.82336000
Sivas,Sivas,TR,39.71613000,36.97695000
Şarkışla,Sivas,TR,39.35186000,36.40976000
Suşehri,Sivas,TR,40.16005000,38.08413000
Ulaş,Sivas,TR,39.44492000,37.03900000
Yıldızeli,Sivas,TR,39.87601000,36.60652000
Zara,Sivas,TR,39.82406000,37.77499000
Beytüşşebap,Şırnak,TR,37.57144000,43.16515000
Cizre,Şırnak,TR,37.33024000,42.18484000
Güçlükonak,Şırnak,TR,37.47133000,41.91298000
İdil,Şırnak,TR,37.33481000,41.88944000
Şırnak,Şırnak,TR,37.51393000,42.45432000
Silopi,Şırnak,TR,37.24379000,42.46345000
Uludere,Şırnak,TR,37.44074000,42.85236000
Çerkezköy,Tekirdağ,TR,41.28616000,27.99969000
Çorlu,Tekirdağ,TR,41.15917000,27.80000000
Ergene,Tekirdağ,TR,40.85953000,27.27081000
Hayrabolu,Tekirdağ,TR,41.21311000,27.10688000
Kapaklı,Tekirdağ,TR,41.32912000,27.98064000
Malkara,Tekirdağ,TR,40.89000000,26.90111000
Marmaraereğlisi,Tekirdağ,TR,40.97003000,27.95528000
Muratlı,Tekirdağ,TR,41.18345000,27.51454000
Saray,Tekirdağ,TR,41.44431000,27.92194000
Şarköy,Tekirdağ,TR,40.62513000,27.10069000
Süleymanpaşa,Tekirdağ,TR,40.97990000,27.30377000
Almus,Tokat,TR,40.37583000,36.90444000
Artova,Tokat,TR,40.11578000,36.30010000
Başçiftlik,Tokat,TR,40.54694000,37.16917000
Erbaa,Tokat,TR,40.71390000,36.59364000
Tokat,Tokat,TR,40.31389000,36.55444000
Niksar,Tokat,TR,40.60509000,36.97174000
Pazar,Tokat,TR,40.27652000,36.28347000
Reşadiye,Tokat,TR,40.43284000,37.37652000
Sulusaray,Tokat,TR,39.99389000,36.08404000
Turhal,Tokat,TR,40.38750000,36.08111000
Yeşilyurt,Tokat,TR,39.99916000,36.23479000
Zile,Tokat,TR,40.30306000,35.88639000
Akçaabat,Trabzon,TR,41.01970000,39.56293000
Araklı,Trabzon,TR,40.74000000,39.96000000
Arsin,Trabzon,TR,40.86743000,39.92938000
Beşikdüzü,Trabzon,TR,41.05202000,39.23294000
Çarşıbaşı,Trabzon,TR,41.04203000,39.40035000
Çaykara,Trabzon,TR,40.74267000,40.23175000
Dernekpazarı,Trabzon,TR,40.79658000,40.24460000
Düzköy,Trabzon,TR,40.87461000,39.41536000
Hayrat,Trabzon,TR,40.88530000,40.36495000
Köprübaşı,Trabzon,TR,40.80692000,40.11439000
Maçka,Trabzon,TR,40.72127000,39.59786000
Of,Trabzon,TR,40.94055000,40.25918000
Ortahisar,Trabzon,TR,40.88029000,39.88998000
Şalpazarı,Trabzon,TR,40.93826000,39.19006000
Sürmene,Trabzon,TR,40.90588000,40.12792000
Tonya,Trabzon,TR,40.88402000,39.28486000
Vakfıkebir,Trabzon,TR,41.04583000,39.27639000
Yomra,Trabzon,TR,40.95326000,39.85546000
Çemişgezek,Tunceli,TR,39.06234000,38.91400000
Hozat,Tunceli,TR,39.10029000,39.20816000
Mazgirt,Tunceli,TR,39.01783000,39.60064000
Tunceli,Tunceli,TR,39.17114000,39.55570000
Nazımiye,Tunceli,TR,39.17952000,39.82805000
Ovacık,Tunceli,TR,39.35259000,39.20890000
Pertek,Tunceli,TR,38.86574000,39.32273000
Pülümür,Tunceli,TR,39.48662000,39.89874000
Banaz,Uşak,TR,38.73707000,29.75194000
Eşme,Uşak,TR,38.39976000,28.96905000
Karahallı,Uşak,TR,38.32083000,29.53028000
Uşak,Uşak,TR,38.68463000,29.29455000
Sivaslı,Uşak,TR,38.49944000,29.68361000
Ulubey,Uşak,TR,38.41987000,29.29129000
Bahçesaray,Van,TR,38.12460000,42.79825000
Başkale,Van,TR,38.04526000,44.01718000
Çaldıran,Van,TR,39.14317000,43.91068000
Çatak,Van,TR,38.00780000,43.06195000
Edremit,Van,TR,38.37889000,43.29717000
Erciş,Van,TR,39.15123000,43.33705000
Gevaş,Van,TR,38.29210000,43.10189000
Gürpınar,Van,TR,38.32372000,43.40991000
İpekyolu,Van,TR,38.49041000,43.34690000
Muradiye,Van,TR,38.97889000,43.75374000
Özalp,Van,TR,38.65455000,43.98869000
Saray,Van,TR,38.64691000,44.16116000
Tuşba,Van,TR,38.52117800,43.34909300
Altınova,Yalova,TR,40.69495000,29.50986000
Armutlu,Yalova,TR,40.52919000,28.83871000
Çiftlikköy,Yalova,TR,40.66028000,29.32361000
Çınarcık,Yalova,TR,40.64538000,29.12450000
Yalova,Yalova,TR,40.65501000,29.27693000
Termal,Yalova,TR,40.61381000,29.18049000
Akdağmadeni,Yozgat,TR,39.66028000,35.88361000
Aydıncık,Yozgat,TR,40.12727000,35.28765000
Boğazlıyan,Yozgat,TR,39.19627000,35.25420000
Çandır,Yozgat,TR,39.25445000,35.52284000
Çayıralan,Yozgat,TR,39.30278000,35.64389000
Çekerek,Yozgat,TR,40.07306000,35.49472000
Kadışehri,Yozgat,TR,39.99568000,35.79193000
Yozgat,Yozgat,TR,39.82000000,34.80444000
Saraykent,Yozgat,TR,39.69361000,35.51111000
Sarıkaya,Yozgat,TR,39.49361000,35.37694000
Şefaatli,Yozgat,TR,39.50080000,34.76388000
Sorgun,Yozgat,TR,39.81012000,35.18596000
Yenifakılı,Yozgat,TR,39.21142000,35.00036000
Yerköy,Yozgat,TR,39.63806000,34.46722000
Alaplı,Zonguldak,TR,41.18140000,31.38514000
Çaycuma,Zonguldak,TR,41.42639000,32.07556000
Devrek,Zonguldak,TR,41.21917000,31.95583000
Ereğli,Zonguldak,TR,41.23807000,31.60581000
Gökçebey,Zonguldak,TR,41.31339000,32.14981000
Kilimli,Zonguldak,TR,41.49111000,31.83861000
Kozlu,Zonguldak,TR,41.43194000,31.74583000
Zonguldak,Zonguldak,TR,41.45139000,31.79305000
